ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Purchased Bike,name
20711,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,0.0,1-2 Miles,Europe,32.0,Yes,Sarah Jones
11383,Married,Female,30000.0,3.0,Graduate Degree,Clerical,Yes,,0-1 Miles,Europe,46.0,No,Jessica Martinez
12497,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,0.0,0-1 Miles,Europe,42.0,No,Jessica Smith
16559,Single,Female,10000.0,2.0,High School,Manual,Yes,0.0,0-1 Miles,Europe,36.0,Yes,Jane Johnson
11585,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,0.0,0-1 Miles,Europe,41.0,No,Jessica Miller
20277,Married,Female,30000.0,2.0,Partial College,Clerical,No,2.0,0-1 Miles,Pacific,69.0,No,David Brown
26765,Single,Female,70000.0,5.0,Partial College,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,45.0,No,Laura Williams
12389,Single,Male,30000.0,0.0,High School,Manual,No,1.0,2-5 Miles,Europe,34.0,No,Michael Smith
13585,Married,Female,80000.0,4.0,Partial College,Professional,No,1.0,2-5 Miles,Europe,53.0,Yes,Daniel Williams
26385,Single,Male,120000.0,3.0,High School,Professional,No,4.0,5-10 Miles,Europe,50.0,No,Laura Brown
12236,Married,Female,20000.0,1.0,Partial College,Manual,Yes,0.0,0-1 Miles,Europe,65.0,No,Jane Williams
21560,Married,Male,120000.0,0.0,Partial High School,Professional,Yes,4.0,10+ Miles,Pacific,32.0,Yes,David Miller
21554,Single,Female,80000.0,0.0,Bachelors,Professional,No,3.0,10+ Miles,Pacific,33.0,No,Jessica Smith
13662,Single,Male,20000.0,0.0,Partial High School,Manual,Yes,2.0,1-2 Miles,Europe,31.0,Yes,Robert Smith
13089,Married,Female,120000.0,1.0,Bachelors,Management,Yes,2.0,0-1 Miles,Pacific,46.0,Yes,David Garcia
14791,Married,Female,40000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,39.0,Yes,Jessica Smith
19331,Single,Male,20000.0,2.0,High School,Manual,Yes,1.0,0-1 Miles,Europe,40.0,No,Jessica Martinez
17754,Single,Female,30000.0,3.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,46.0,Yes,David Miller
11149,Married,Male,40000.0,2.0,Bachelors,Management,Yes,2.0,0-1 Miles,Pacific,65.0,No,David Williams
16549,Single,Female,30000.0,3.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,47.0,Yes,Daniel Smith
24305,Single,Male,100000.0,1.0,Bachelors,Management,No,3.0,0-1 Miles,Pacific,46.0,Yes,Michael Miller
18253,Married,Female,80000.0,5.0,Graduate Degree,Management,Yes,3.0,0-1 Miles,Pacific,40.0,No,Sarah Garcia
20147,Married,Female,30000.0,1.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,65.0,No,Robert Miller
15612,Single,Male,30000.0,0.0,High School,Manual,No,1.0,1-2 Miles,Europe,28.0,No,John Williams
28323,Single,Male,70000.0,0.0,Bachelors,Professional,No,2.0,5-10 Miles,Pacific,43.0,Yes,Robert Brown
22634,Single,Female,40000.0,0.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,38.0,Yes,Daniel Johnson
15665,Married,Female,30000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,47.0,Yes,Jessica Garcia
27585,Married,Female,90000.0,2.0,Bachelors,Professional,No,0.0,0-1 Miles,Pacific,36.0,Yes,Laura Johnson
19748,Married,Male,20000.0,4.0,High School,Skilled Manual,No,2.0,1-2 Miles,Pacific,60.0,No,Emily Garcia
21974,Single,Female,70000.0,0.0,Bachelors,Professional,Yes,1.0,5-10 Miles,Pacific,42.0,Yes,Daniel Brown
14032,Married,Male,70000.0,2.0,High School,Skilled Manual,No,2.0,1-2 Miles,Pacific,50.0,Yes,Michael Miller
22610,Married,Male,30000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,35.0,Yes,David Jones
26984,Married,Male,40000.0,1.0,Bachelors,Skilled Manual,Yes,1.0,0-1 Miles,Europe,32.0,Yes,Sarah Garcia
18294,Married,Female,90000.0,1.0,Bachelors,Professional,Yes,1.0,5-10 Miles,Pacific,46.0,No,Jessica Martinez
28564,Single,Female,40000.0,2.0,Partial College,Clerical,Yes,0.0,1-2 Miles,Europe,33.0,Yes,Emily Johnson
28521,Single,Male,40000.0,0.0,Graduate Degree,Clerical,No,0.0,0-1 Miles,Europe,36.0,Yes,Emily Rodriguez
15450,Married,Male,10000.0,1.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,70.0,No,John Garcia
25681,Single,Female,30000.0,0.0,Partial College,Clerical,No,1.0,2-5 Miles,Europe,31.0,Yes,Jessica Smith
19491,Single,Male,30000.0,2.0,Partial College,Clerical,Yes,2.0,0-1 Miles,Europe,42.0,No,Daniel Garcia
26415,Married,Female,90000.0,4.0,Partial High School,Skilled Manual,Yes,4.0,10+ Miles,Europe,58.0,No,Laura Rodriguez
12821,Married,Male,40000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,39.0,No,Daniel Rodriguez
15629,Single,Female,10000.0,0.0,Partial High School,Manual,Yes,2.0,1-2 Miles,Europe,34.0,No,Jessica Brown
27835,Married,Male,20000.0,0.0,Partial High School,Manual,Yes,2.0,0-1 Miles,Europe,32.0,No,John Miller
11738,Married,Male,60000.0,4.0,Bachelors,Professional,Yes,0.0,2-5 Miles,North America,46.0,No,Robert Johnson
25065,Married,Male,70000.0,2.0,Partial High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,48.0,No,Sarah Martinez
26238,Single,Female,40000.0,3.0,Partial College,Clerical,Yes,1.0,1-2 Miles,North America,31.0,Yes,John Johnson
23707,Single,Male,70000.0,5.0,Bachelors,Management,Yes,3.0,10+ Miles,North America,60.0,Yes,Robert Davis
27650,Married,Male,70000.0,4.0,High School,Professional,Yes,0.0,5-10 Miles,North America,51.0,No,David Smith
24981,Married,Male,60000.0,2.0,Partial College,Professional,Yes,2.0,10+ Miles,North America,56.0,No,Emily Smith
20678,Single,Female,60000.0,3.0,Bachelors,Skilled Manual,Yes,1.0,2-5 Miles,North America,40.0,Yes,Daniel Garcia
15302,Single,Female,70000.0,1.0,Graduate Degree,Professional,Yes,0.0,2-5 Miles,North America,34.0,Yes,Robert Davis
26012,Married,Male,80000.0,1.0,Partial College,Skilled Manual,Yes,1.0,2-5 Miles,North America,48.0,Yes,Michael Williams
26575,Single,Female,40000.0,0.0,High School,Skilled Manual,No,2.0,1-2 Miles,North America,31.0,Yes,John Miller
15559,Married,Male,60000.0,5.0,Bachelors,Professional,Yes,1.0,2-5 Miles,North America,47.0,No,John Garcia
19235,Married,Female,50000.0,0.0,Graduate Degree,Skilled Manual,Yes,0.0,0-1 Miles,North America,34.0,No,Daniel Jones
15275,Married,Male,40000.0,0.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,North America,29.0,No,Laura Williams
20339,Married,Female,130000.0,1.0,Bachelors,Management,Yes,4.0,2-5 Miles,North America,44.0,Yes,Jessica Smith
25405,Married,Male,70000.0,2.0,Bachelors,Skilled Manual,Yes,1.0,2-5 Miles,North America,38.0,Yes,Robert Miller
15940,Married,Male,100000.0,4.0,Partial College,Professional,Yes,4.0,0-1 Miles,North America,40.0,No,John Martinez
25074,Married,Female,70000.0,4.0,Bachelors,Professional,Yes,2.0,2-5 Miles,North America,42.0,Yes,David Smith
24738,Married,Female,40000.0,1.0,Partial College,Clerical,Yes,1.0,1-2 Miles,North America,51.0,Yes,Sarah Garcia
16337,Married,Male,60000.0,0.0,Partial College,Skilled Manual,No,2.0,1-2 Miles,North America,29.0,No,Robert Brown
24357,Married,Male,,3.0,Bachelors,Professional,Yes,1.0,2-5 Miles,North America,48.0,Yes,Daniel Jones
18613,Single,Male,70000.0,0.0,Bachelors,Professional,No,1.0,2-5 Miles,North America,37.0,Yes,Robert Rodriguez
12207,Single,Male,80000.0,4.0,Bachelors,Management,Yes,,5-10 Miles,North America,66.0,Yes,Emily Miller
18052,Married,Female,60000.0,1.0,Partial College,Skilled Manual,Yes,1.0,0-1 Miles,North America,45.0,Yes,Laura Smith
13353,Single,Female,60000.0,4.0,Graduate Degree,Management,Yes,2.0,10+ Miles,North America,61.0,Yes,Daniel Garcia
19399,Single,Male,40000.0,0.0,Bachelors,Professional,No,1.0,2-5 Miles,North America,45.0,No,Daniel Jones
16154,Married,Female,70000.0,5.0,Bachelors,Professional,Yes,2.0,2-5 Miles,North America,47.0,No,Daniel Garcia
22219,Married,Female,60000.0,2.0,High School,Professional,Yes,2.0,5-10 Miles,North America,49.0,No,Laura Williams
17269,Single,Male,60000.0,3.0,Bachelors,Professional,No,0.0,0-1 Miles,North America,47.0,Yes,Jane Garcia
23586,Married,Female,80000.0,0.0,Bachelors,Management,Yes,1.0,1-2 Miles,North America,34.0,Yes,Sarah Martinez
15740,Married,Male,80000.0,5.0,Bachelors,Management,Yes,2.0,1-2 Miles,North America,64.0,No,Laura Garcia
27638,Single,Male,100000.0,1.0,Partial College,Professional,No,3.0,1-2 Miles,North America,44.0,No,Jessica Smith
18976,Single,Male,40000.0,4.0,High School,Professional,Yes,2.0,10+ Miles,North America,62.0,Yes,Laura Rodriguez
19413,Single,Male,60000.0,3.0,Bachelors,Professional,No,1.0,0-1 Miles,North America,47.0,Yes,John Smith
13283,Married,Male,80000.0,3.0,Partial College,Professional,No,2.0,0-1 Miles,North America,49.0,Yes,Sarah Johnson
17471,Single,Female,80000.0,4.0,Graduate Degree,Management,Yes,2.0,5-10 Miles,North America,67.0,No,Jane Jones
16791,Single,Male,60000.0,5.0,Bachelors,Management,Yes,3.0,10+ Miles,North America,59.0,Yes,Jane Williams
15382,Married,Female,110000.0,1.0,Bachelors,Management,Yes,2.0,1-2 Miles,North America,44.0,No,John Jones
11641,Married,Male,50000.0,1.0,Bachelors,Skilled Manual,Yes,0.0,0-1 Miles,North America,36.0,No,Michael Jones
11935,Single,Female,30000.0,0.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,North America,28.0,No,Jessica Rodriguez
13233,Married,Male,60000.0,2.0,Partial College,Professional,Yes,1.0,10+ Miles,North America,57.0,Yes,Emily Garcia
25909,Married,Male,60000.0,0.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,North America,27.0,Yes,Jane Smith
14092,Single,Male,30000.0,0.0,Partial High School,Clerical,Yes,2.0,5-10 Miles,North America,28.0,No,Laura Miller
29143,Single,Female,60000.0,1.0,Bachelors,Professional,No,1.0,0-1 Miles,North America,44.0,Yes,Sarah Jones
24941,Married,Male,60000.0,3.0,Bachelors,Management,Yes,2.0,10+ Miles,North America,66.0,No,David Brown
24637,Married,Male,40000.0,4.0,High School,Professional,Yes,2.0,10+ Miles,North America,64.0,No,Laura Davis
23893,Married,Male,50000.0,3.0,Bachelors,Skilled Manual,Yes,3.0,10+ Miles,North America,41.0,No,Laura Martinez
13907,Single,Female,80000.0,3.0,Bachelors,Skilled Manual,Yes,1.0,0-1 Miles,North America,41.0,Yes,Laura Garcia
14900,Married,Female,40000.0,1.0,Partial College,Clerical,Yes,1.0,1-2 Miles,North America,49.0,Yes,Daniel Jones
11262,Married,Female,80000.0,4.0,Bachelors,Management,Yes,0.0,0-1 Miles,North America,42.0,No,Robert Williams
22294,Single,Female,70000.0,0.0,Bachelors,Professional,No,1.0,2-5 Miles,North America,37.0,Yes,Laura Garcia
12195,Single,Female,70000.0,3.0,Graduate Degree,Management,Yes,2.0,1-2 Miles,North America,52.0,No,Jessica Martinez
25375,Married,Male,50000.0,1.0,Graduate Degree,Skilled Manual,Yes,0.0,1-2 Miles,North America,34.0,No,Sarah Rodriguez
11143,Married,Male,40000.0,0.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,29.0,No,Emily Brown
25898,Married,Female,70000.0,2.0,High School,Professional,Yes,2.0,2-5 Miles,North America,53.0,No,Michael Rodriguez
24397,Single,Male,120000.0,2.0,Bachelors,Management,No,4.0,1-2 Miles,North America,40.0,No,Robert Smith
19758,Single,Male,60000.0,0.0,Partial College,Skilled Manual,No,2.0,1-2 Miles,North America,29.0,No,Jane Rodriguez
15529,Married,Male,60000.0,4.0,Bachelors,Professional,Yes,2.0,2-5 Miles,North America,43.0,Yes,Emily Davis
19884,Married,Male,60000.0,2.0,High School,Professional,Yes,2.0,2-5 Miles,North America,55.0,Yes,David Davis
18674,Single,Female,80000.0,4.0,Graduate Degree,Skilled Manual,No,0.0,0-1 Miles,North America,48.0,No,Michael Rodriguez
13453,Married,Female,130000.0,,Bachelors,Management,Yes,3.0,0-1 Miles,North America,45.0,Yes,Daniel Garcia
14063,Single,Female,70000.0,0.0,Bachelors,Professional,No,1.0,0-1 Miles,Pacific,42.0,Yes,Michael Davis
27393,Married,Female,50000.0,4.0,Bachelors,Management,Yes,2.0,10+ Miles,North America,63.0,No,Robert Brown
14417,Single,Male,60000.0,3.0,High School,Professional,Yes,2.0,10+ Miles,North America,54.0,Yes,John Martinez
17533,Married,Male,40000.0,3.0,Partial College,Professional,No,2.0,5-10 Miles,North America,73.0,Yes,Jessica Garcia
18580,Married,Female,60000.0,2.0,Graduate Degree,Professional,Yes,0.0,2-5 Miles,North America,,Yes,Jessica Brown
17025,Single,Male,50000.0,0.0,Partial College,Skilled Manual,No,1.0,2-5 Miles,North America,39.0,Yes,Michael Jones
25293,Married,Male,80000.0,4.0,Bachelors,Management,Yes,0.0,1-2 Miles,North America,42.0,No,David Johnson
24725,Married,Female,40000.0,3.0,Partial College,Clerical,Yes,0.0,1-2 Miles,North America,31.0,No,Sarah Rodriguez
23200,Married,Female,50000.0,3.0,Bachelors,Skilled Manual,Yes,2.0,0-1 Miles,North America,41.0,No,Daniel Johnson
15895,Single,Female,60000.0,2.0,Bachelors,Management,Yes,0.0,10+ Miles,North America,58.0,No,John Martinez
18577,Married,Female,60000.0,0.0,Graduate Degree,Professional,Yes,0.0,0-1 Miles,North America,40.0,No,Emily Rodriguez
27218,Married,Female,20000.0,2.0,Partial High School,Clerical,No,,0-1 Miles,North America,48.0,No,Michael Williams
18560,Married,Female,70000.0,2.0,Graduate Degree,Professional,Yes,0.0,2-5 Miles,North America,34.0,Yes,Emily Rodriguez
25006,Single,Female,30000.0,0.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,North America,28.0,No,Jessica Rodriguez
17369,Single,Male,30000.0,0.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,North America,27.0,No,Jessica Garcia
14495,Married,Male,40000.0,3.0,Partial College,Professional,No,2.0,5-10 Miles,North America,54.0,Yes,David Smith
18847,Married,Female,60000.0,2.0,Graduate Degree,Management,Yes,2.0,5-10 Miles,North America,70.0,No,Michael Rodriguez
14754,Married,Male,40000.0,1.0,Partial College,Clerical,Yes,1.0,1-2 Miles,North America,48.0,Yes,John Davis
23378,Married,Male,70000.0,1.0,Partial College,Skilled Manual,Yes,1.0,2-5 Miles,North America,44.0,Yes,David Miller
26452,Single,Male,50000.0,3.0,Graduate Degree,Management,Yes,2.0,10+ Miles,North America,69.0,No,Robert Smith
20370,Married,Male,70000.0,3.0,Partial High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,52.0,No,David Rodriguez
20528,Married,Male,40000.0,2.0,Partial High School,Skilled Manual,Yes,2.0,2-5 Miles,North America,55.0,No,Michael Johnson
23549,Single,Male,30000.0,0.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,30.0,No,Laura Johnson
21751,Married,Male,60000.0,3.0,Graduate Degree,Management,Yes,2.0,1-2 Miles,North America,63.0,No,Laura Williams
21266,Single,Female,80000.0,0.0,Bachelors,Management,Yes,1.0,1-2 Miles,North America,34.0,Yes,Michael Jones
13388,Single,Male,60000.0,2.0,Partial College,Professional,Yes,1.0,10+ Miles,North America,56.0,No,Jessica Brown
18752,Single,Female,40000.0,0.0,High School,Skilled Manual,Yes,1.0,5-10 Miles,North America,31.0,No,Robert Williams
16917,Married,Male,120000.0,1.0,Bachelors,Management,Yes,4.0,0-1 Miles,North America,38.0,No,Jessica Brown
15313,Married,Male,60000.0,4.0,Bachelors,Management,Yes,2.0,2-5 Miles,North America,59.0,No,Laura Smith
25329,Single,Female,40000.0,3.0,Partial College,Clerical,No,2.0,0-1 Miles,North America,32.0,No,Emily Johnson
20380,Married,Female,60000.0,3.0,Graduate Degree,Management,Yes,2.0,10+ Miles,North America,69.0,No,Jessica Johnson
23089,Married,Male,40000.0,0.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,North America,28.0,No,Jane Brown
13749,Married,Male,80000.0,4.0,Graduate Degree,Skilled Manual,Yes,0.0,1-2 Miles,North America,47.0,No,Laura Miller
24943,Married,Male,60000.0,3.0,Bachelors,Management,Yes,2.0,10+ Miles,North America,66.0,No,Laura Davis
28667,Single,Male,70000.0,2.0,Bachelors,Skilled Manual,No,1.0,0-1 Miles,North America,37.0,Yes,Jessica Martinez
15194,Single,Male,120000.0,2.0,Bachelors,Management,No,3.0,0-1 Miles,North America,39.0,Yes,Jessica Miller
17436,Married,Male,60000.0,2.0,High School,Professional,No,2.0,1-2 Miles,North America,51.0,No,Sarah Smith
18935,Married,Female,130000.0,0.0,Graduate Degree,Management,Yes,3.0,1-2 Miles,North America,40.0,No,Jessica Rodriguez
16871,Married,Female,90000.0,2.0,High School,Professional,Yes,1.0,10+ Miles,North America,51.0,Yes,Jane Martinez
12100,Single,Male,60000.0,2.0,Bachelors,Management,Yes,0.0,10+ Miles,North America,57.0,No,Michael Martinez
23158,Married,Female,60000.0,1.0,Graduate Degree,Professional,No,0.0,0-1 Miles,North America,35.0,Yes,Robert Jones
18545,Married,Male,40000.0,4.0,High School,Professional,No,2.0,10+ Miles,North America,61.0,Yes,Michael Miller
18391,Single,Female,80000.0,5.0,Partial College,Professional,Yes,2.0,5-10 Miles,North America,44.0,No,Jane Garcia
19812,Single,Female,70000.0,2.0,Partial College,Professional,Yes,0.0,5-10 Miles,North America,49.0,Yes,Laura Davis
27660,Married,Male,80000.0,4.0,Graduate Degree,Management,Yes,2.0,5-10 Miles,North America,70.0,No,Michael Jones
18058,Single,Female,20000.0,3.0,High School,Skilled Manual,Yes,2.0,2-5 Miles,North America,78.0,No,Jessica Miller
20343,Married,Female,90000.0,4.0,Partial College,Professional,Yes,1.0,1-2 Miles,North America,45.0,No,Michael Garcia
28997,Single,Male,40000.0,2.0,High School,Professional,No,1.0,2-5 Miles,North America,58.0,Yes,Daniel Jones
24398,Married,Male,130000.0,1.0,Graduate Degree,Management,Yes,4.0,0-1 Miles,North America,41.0,No,Jessica Garcia
19002,Married,Female,60000.0,2.0,Partial College,Professional,Yes,1.0,2-5 Miles,North America,57.0,Yes,Emily Garcia
28609,Married,Male,30000.0,2.0,High School,Skilled Manual,No,2.0,0-1 Miles,North America,49.0,No,Emily Johnson
29231,Single,,80000.0,4.0,Partial College,Professional,No,2.0,0-1 Miles,North America,43.0,No,Jane Rodriguez
18858,Single,Male,60000.0,2.0,Partial High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,52.0,Yes,Jessica Williams
20000,Married,Male,60000.0,1.0,Graduate Degree,Professional,Yes,0.0,0-1 Miles,North America,35.0,Yes,Sarah Miller
25261,Married,Male,40000.0,0.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,27.0,No,David Rodriguez
17458,Single,Male,70000.0,3.0,High School,Professional,Yes,0.0,5-10 Miles,North America,52.0,Yes,Sarah Smith
11644,Single,Male,40000.0,2.0,Bachelors,Skilled Manual,Yes,0.0,2-5 Miles,North America,36.0,No,Jane Brown
16145,Single,Female,70000.0,5.0,Graduate Degree,Professional,Yes,3.0,10+ Miles,North America,46.0,Yes,John Johnson
16890,Married,Male,60000.0,3.0,Partial High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,52.0,Yes,David Brown
25983,Married,Male,70000.0,0.0,Bachelors,Professional,No,1.0,0-1 Miles,North America,43.0,No,Laura Jones
14633,Married,Male,60000.0,1.0,Partial College,Skilled Manual,Yes,1.0,2-5 Miles,North America,44.0,No,Emily Miller
22994,Married,Female,80000.0,0.0,Bachelors,Management,Yes,1.0,1-2 Miles,North America,34.0,Yes,Daniel Davis
22983,Single,Female,30000.0,0.0,Partial High School,Clerical,Yes,2.0,5-10 Miles,North America,27.0,No,Laura Davis
25184,Single,Male,110000.0,1.0,Partial College,Professional,Yes,4.0,5-10 Miles,North America,45.0,Yes,Michael Martinez
14469,Married,Female,100000.0,3.0,Partial College,Professional,Yes,4.0,1-2 Miles,North America,45.0,No,Jessica Brown
11538,Single,Female,60000.0,4.0,Graduate Degree,Skilled Manual,No,,0-1 Miles,North America,47.0,Yes,Michael Rodriguez
16245,Single,Female,80000.0,4.0,Graduate Degree,Skilled Manual,Yes,0.0,1-2 Miles,North America,47.0,No,Laura Martinez
17858,Married,Male,40000.0,4.0,High School,Skilled Manual,Yes,2.0,2-5 Miles,North America,44.0,Yes,Daniel Davis
25347,Single,Female,20000.0,3.0,Partial High School,Clerical,No,2.0,0-1 Miles,North America,49.0,No,Daniel Williams
15814,Single,Female,40000.0,0.0,High School,Skilled Manual,Yes,1.0,5-10 Miles,North America,30.0,No,Laura Rodriguez
11259,Married,Female,100000.0,4.0,Partial College,Professional,Yes,4.0,2-5 Miles,North America,41.0,Yes,Robert Garcia
11200,Married,Male,70000.0,4.0,Bachelors,Management,Yes,1.0,1-2 Miles,North America,58.0,No,Sarah Garcia
25101,Married,Male,60000.0,5.0,Bachelors,Professional,Yes,1.0,2-5 Miles,North America,47.0,No,Jessica Brown
21801,Married,Female,70000.0,4.0,Partial College,Professional,Yes,1.0,1-2 Miles,North America,55.0,No,David Johnson
25943,Single,Female,70000.0,0.0,Partial College,Skilled Manual,No,2.0,0-1 Miles,North America,27.0,Yes,John Williams
22127,Married,Male,60000.0,3.0,Graduate Degree,Management,Yes,2.0,1-2 Miles,North America,67.0,No,Emily Johnson
20414,Married,Female,60000.0,0.0,Partial College,Skilled Manual,Yes,2.0,5-10 Miles,North America,29.0,No,Sarah Martinez
23672,Married,Female,60000.0,3.0,Graduate Degree,Management,Yes,2.0,1-2 Miles,North America,67.0,No,David Rodriguez
29255,Single,Male,80000.0,3.0,Partial College,Professional,No,1.0,1-2 Miles,North America,51.0,Yes,David Johnson
28815,Married,Female,50000.0,1.0,Graduate Degree,Skilled Manual,Yes,0.0,0-1 Miles,North America,35.0,No,John Jones
27753,Married,Male,40000.0,0.0,High School,Skilled Manual,No,2.0,1-2 Miles,North America,30.0,No,Jessica Garcia
27643,Single,Male,70000.0,5.0,Partial College,Professional,Yes,3.0,2-5 Miles,North America,44.0,No,Sarah Miller
13754,Single,Female,80000.0,4.0,Graduate Degree,Skilled Manual,Yes,0.0,1-2 Miles,North America,48.0,No,Jane Johnson
22088,Married,Female,130000.0,1.0,Bachelors,Management,Yes,2.0,0-1 Miles,North America,45.0,Yes,David Smith
27388,Married,Male,60000.0,3.0,Bachelors,Management,No,2.0,1-2 Miles,North America,66.0,No,Michael Rodriguez
24745,Single,Female,30000.0,2.0,High School,Skilled Manual,No,2.0,0-1 Miles,North America,49.0,No,John Davis
29237,Single,Female,120000.0,4.0,Partial College,Professional,Yes,3.0,5-10 Miles,North America,43.0,Yes,David Smith
15272,Single,Male,40000.0,0.0,High School,Skilled Manual,No,2.0,1-2 Miles,North America,30.0,No,Robert Martinez
18949,Single,Male,70000.0,,Graduate Degree,Management,Yes,2.0,5-10 Miles,North America,74.0,Yes,John Williams
14507,Married,Male,100000.0,2.0,Graduate Degree,Management,Yes,3.0,1-2 Miles,North America,65.0,No,Robert Miller
25886,Married,Female,60000.0,2.0,Partial College,Professional,Yes,2.0,2-5 Miles,North America,56.0,Yes,Sarah Brown
21441,Married,Male,50000.0,4.0,Bachelors,Management,Yes,2.0,10+ Miles,North America,64.0,No,Emily Garcia
21741,Married,Female,70000.0,3.0,Partial College,Professional,Yes,2.0,5-10 Miles,North America,50.0,Yes,Sarah Williams
14572,Married,Female,70000.0,3.0,Graduate Degree,Professional,Yes,0.0,2-5 Miles,North America,35.0,Yes,Emily Williams
23368,Married,Female,60000.0,5.0,Bachelors,Skilled Manual,Yes,3.0,10+ Miles,North America,41.0,No,Emily Johnson
16217,Single,Female,60000.0,0.0,Graduate Degree,Skilled Manual,Yes,0.0,0-1 Miles,North America,39.0,No,John Williams
16247,Single,Female,60000.0,4.0,Graduate Degree,Skilled Manual,,0.0,1-2 Miles,North America,47.0,No,Emily Johnson
22010,Single,Male,40000.0,0.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,31.0,No,John Johnson
25872,Single,Female,70000.0,2.0,Bachelors,Management,No,1.0,2-5 Miles,North America,58.0,Yes,Jane Jones
19164,Single,Female,70000.0,0.0,Bachelors,Professional,No,1.0,2-5 Miles,North America,38.0,Yes,Emily Martinez
18435,Single,Female,70000.0,5.0,Graduate Degree,Management,Yes,2.0,10+ Miles,North America,67.0,Yes,Robert Martinez
14284,Single,Male,60000.0,0.0,Partial College,Professional,No,2.0,1-2 Miles,North America,32.0,Yes,Emily Rodriguez
11287,Married,Male,70000.0,5.0,Partial College,Professional,No,3.0,5-10 Miles,North America,45.0,No,Jessica Smith
13066,Single,Male,30000.0,0.0,High School,Skilled Manual,No,2.0,1-2 Miles,North America,31.0,Yes,Daniel Johnson
29106,Single,Male,40000.0,0.0,High School,Skilled Manual,No,2.0,1-2 Miles,North America,31.0,Yes,Emily Smith
26236,Married,Female,40000.0,3.0,Partial College,Clerical,Yes,1.0,0-1 Miles,North America,31.0,No,Sarah Rodriguez
17531,Married,Male,60000.0,2.0,High School,Professional,No,2.0,5-10 Miles,North America,50.0,No,Robert Williams
12964,Married,Male,70000.0,1.0,Partial College,Skilled Manual,Yes,1.0,0-1 Miles,North America,44.0,No,Laura Johnson
19133,Single,Male,50000.0,2.0,Bachelors,Skilled Manual,Yes,1.0,2-5 Miles,North America,38.0,Yes,Robert Smith
24643,Single,Female,60000.0,4.0,Bachelors,Management,Yes,2.0,10+ Miles,North America,63.0,No,Michael Smith
21599,Married,Female,60000.0,1.0,Graduate Degree,Professional,Yes,0.0,2-5 Miles,North America,36.0,Yes,John Martinez
22976,Single,Male,40000.0,0.0,High School,Skilled Manual,No,2.0,0-1 Miles,North America,28.0,Yes,Daniel Williams
27637,Single,Female,100000.0,1.0,Partial College,Professional,No,3.0,1-2 Miles,North America,44.0,No,Jane Martinez
11890,Married,Female,70000.0,5.0,Graduate Degree,Professional,Yes,1.0,0-1 Miles,North America,47.0,No,Laura Garcia
28580,Married,Female,80000.0,0.0,Graduate Degree,Skilled Manual,Yes,0.0,1-2 Miles,North America,40.0,Yes,Michael Johnson
14443,Married,Male,130000.0,1.0,Graduate Degree,Management,Yes,4.0,0-1 Miles,North America,40.0,No,Jane Jones
17864,Married,Female,60000.0,1.0,Partial College,Skilled Manual,Yes,1.0,2-5 Miles,North America,46.0,Yes,Michael Jones
20505,Married,Female,40000.0,5.0,High School,Professional,No,2.0,10+ Miles,North America,61.0,No,Robert Martinez
14592,Married,Female,60000.0,0.0,Graduate Degree,Professional,Yes,0.0,0-1 Miles,North America,40.0,No,Laura Martinez
22227,Married,Female,60000.0,2.0,High School,Professional,Yes,2.0,5-10 Miles,North America,50.0,No,Michael Johnson
21471,Married,Male,70000.0,2.0,Partial College,Professional,Yes,1.0,10+ Miles,North America,59.0,No,Jessica Garcia
22252,Single,Female,60000.0,1.0,Graduate Degree,Professional,Yes,0.0,2-5 Miles,North America,36.0,Yes,John Davis
